SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0018722,Marillana Ck W1,Marillana Creek Western Mesa 1,Mine,Openpit,Operating,J00571,Marillana Creek - Yandi / BHPB,119.000197999999997,-22.715599000000001,705439,7486577,50,Fe,Iron,IRON ORE,,N,,,,,Public,2752,WEELI WOLLI,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20191210
S0018737,Mooka / Archer,Mooka / Archer,Mine,Openpit,Operating,J02415,Mooka Chalcedony (Mookaite) / Archer,114.954295000000002,-24.892959000000001,293362,7245351,50,Mookaite Clc,Precious mineral,GEM & SEMI-PRECIOUS STONES,Mooka,Y,Mookaite Clc,Y,,Operating Mine,Public,1848,BINTHALYA,SG50-01,KENNEDY RANGE,"CARNARVON, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20191210
S0018747,Thunderbox Zone C,Thunderbox Zone C,Mine,Openpit,Operating,J02419,Thunderbox Gold,121.007181000000003,-28.190531000000000,304385,6880084,51,Au Ag,Precious metal,GOLD,Thunderbox,N,,Y,,Operating Mine,Public,3141,WEEBO,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Eastern Goldfields Superterrane,20191210
S0018779,Bakers Flat - Tarranto,Bakers Flat - Tarranto,Mine,Openpit,Operating,J00276,South Kalgoorlie Operations,121.268704999999997,-30.969422999999999,334655,6572501,51,Au Ag,Precious metal,GOLD,Bakers Flat,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20191210
S0018782,Axehandle,Axehandle,Mine,Openpit,Operating,J00226,Marvel Loch - Southern Cross,119.400133999999994,-31.314959999999999,728406,6533004,50,Au Ag,Precious metal,GOLD,Axehandle,N,,Y,,Operating Mine,Public,2735,SOUTHERN CROSS,SH50-16,SOUTHERN CROSS,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20191210
S0018799,Golden Mile Rock,Golden Mile Rock,Mine,Openpit,Operating,J02431,Golden Mile Rock,121.504501000000005,-30.772570000000002,356885,6594647,51,Aggc Brck,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20191210
S0018823,Wesco Rd Lot 6/Northsands,Wesco Rd Lot 6 Nowergup / Northsands,Mine,Openpit,Operating,J02441,Nowergup Sand / Northsands,115.752111999999997,-31.648070000000001,381678,6497896,50,Sd Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0018841,Mt North Creek 2,Mt North Creek 2,Mine,Openpit,Operating,J02445,Lennard and May Rivers / Martin,124.747398000000004,-17.383579000000001,685640,8077165,51,Sd Brck Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3863,LENNARD,SE51-08,LENNARD RIVER,"DERBY-WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Lennard Shelf,20191210
S0018846,Sams Creek / North,Sams Creek / North,Mine,Openpit,Operating,J02448,Point Samson / North,117.187770999999998,-20.620588999999999,519564,7719831,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2356,ROEBOURNE,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Gorge Creek Basin,20191210
S0018860,Donnybrook Stone/Italia,Donnybrook Stone / Italia,Mine,Openpit,Operating,J04463,Donnybrook Stone / Italia,115.815299999999993,-33.608390999999997,390093,6280634,50,Sdst Dst,Construction material,DIMENSION STONE,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"DONNYBROOK-BALINGUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20191210
S0018874,Amity,Amity,Mine,Decline,Operating,J00527,Golden Grove,116.964949000000004,-28.776882000000001,496579,6816733,50,Cu Au Zn Ag Pb,Base metal,COPPER - LEAD - ZINC,,N,,,,,Public,2240,BADJA,SH50-02,YALGOO,"YALGOO, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Youanmi Terrane,20191210
S0018875,Catalpa,Catalpa,Mine,Decline,Operating,J00527,Golden Grove,116.959300999999996,-28.767751000000001,496027,6817744,50,Cu Au Zn Pb Ag,Base metal,COPPER - LEAD - ZINC,,N,,,,,Public,2240,BADJA,SH50-02,YALGOO,"YALGOO, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Youanmi Terrane,20191210
S0018895,Shale Rd/Australbricks,Shale Rd Stage 1 and 2 - Cardup / Australbricks,Mine,Openpit,Operating,J01794,Cardup - Keysbrook - Toodyay / Austral Bricks,116.018897999999993,-32.259548000000002,407589,6430372,50,Cyfi,Construction material,CLAYS,,N,,,,,Public,2133,JARRAHDALE,SI50-02,PINJARRA,"SERPENTINE-JARRAHDALE, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Cardup Basin,20191210
S0018909,Kailis,Kailis,Mine,Openpit,Operating,J05596,Kailis,121.288398000000001,-28.840312000000001,333021,6808503,51,Au Ag,Precious metal,GOLD,Kailis,N,,Y,,Operating Mine,Public,3140,LEONORA,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Yilgarn Craton granites,20191210
S0018923,West Ridge,Moora West Ridge,Mine,Openpit,Operating,J00918,Kemerton Silicon / Simcoa,116.032402000000005,-30.518689999999999,407164,6623339,50,SiO2 Chert,Industrial mineral,SILICA - SILICA SAND,,N,,,,,Public,2136,MOORA,SH50-10,MOORA,"MOORA, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Moora Basin,20191210
S0018938,Snakeskin Jasper,Snakeskin / Snowy Mt Jasper,Mine,Openpit,Operating,J02475,Snakeskin / Snowy Mt Jasper,118.370209000000003,-23.432666000000001,639979,7407917,50,Jasp OrnStone,Precious mineral,GEM & SEMI-PRECIOUS STONES,Snowy Mount,Y,Jasp OrnStone,Y,,Operating Mine,Public,2551,SNOWY MOUNT,SF50-15,TUREE CREEK,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Hamersley Basin,20191210
S0018956,Thomas Rd 1 / Waste Stream,Thomas Rd - Kwinana 1 / Waste Stream,Mine,Openpit,Operating,J02482,Thomas Rd - Kwinana / Waste Stream,115.789951000000002,-32.223728999999999,385979,6434123,50,Aggc Lst Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0019030,Cosmos Deeps,Cosmos Deeps,Mine,Decline,Operating,J02247,Cosmos,120.575874999999996,-27.596972999999998,260732,6945096,51,Ni Cu Co Pt Pd,Steel alloy metal,NICKEL,,N,,,,,Public,3042,SIR SAMUEL,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Yilgarn Craton,20191210
S0019038,Kinsella-Kalahari,Kinsella-Kalahari,Mine,Openpit,Operating,J00017,Cue Gold - Central Murchison,117.872101000000001,-27.474060000000001,586162,6960754,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2443,CUE,SG50-15,CUE,"CUE, SHIRE OF","MID-WEST, Development Region",21,DAY DAWN,Youanmi Terrane,20191210
S0019060,W1 East,Windarling W1 East,Mine,Openpit,Operating,J00559,Koolyanobbing Iron,119.266689999999997,-30.011966999999999,718619,6677725,50,Fe,Iron,IRON ORE,,N,,,,,Public,2737,JACKSON,SH50-12,JACKSON,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20191210
S0019062,W3,Windarling W3,Mine,Openpit,Operating,J00559,Koolyanobbing Iron,119.289271999999997,-30.012374999999999,720797,6677636,50,Fe,Iron,IRON ORE,Windarling,N,,Y,,Operating Mine,Public,2737,JACKSON,SH50-12,JACKSON,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20191210
S0019084,Waroonga Underground,Waroonga Underground,Mine,Decline,Operating,J00098,Agnew - Emu,120.505797999999999,-28.004498999999999,254730,6899792,51,Au Ag,Precious metal,GOLD,Agnew,N,,Y,,Operating Mine,Public,3041,WILDARA,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Yilgarn Craton,20191210
S0019143,Sandy Point Shellgrit,Sandy Point Shellgrit,Mine,Openpit,Operating,J01833,Jurien Lime Sands,115.004799000000006,-30.186340000000001,307909,6658884,50,Lsd Sd Shell Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1937,HILL RIVER,SH50-09,HILL RIVER,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beagle Ridge,20191210
S0019195,Three Springs Pit D,Three Springs Pit D,Mine,Openpit,Operating,J00913,Three Springs Talc,115.861183999999994,-29.506364999999999,389621,6735371,50,Tlc,Industrial mineral,TALC,Three Springs,Y,Tlc,Y,,Operating Mine,Public,2038,CARNAMAH,SH50-06,PERENJORI,"THREE SPRINGS, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Moora Basin,20191210
S0019222,4W,Paraburdoo 4 West,Mine,Openpit,Operating,J03930,Paraburdoo / Rio Tinto,117.579200999999998,-23.228269999999998,559257,7431092,50,Fe,Iron,IRON ORE,Paraburdoo,N,,Y,,Operating Mine,Public,2451,PARABURDOO,SF50-15,TUREE CREEK,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20191210
S0019223,32E,Paraburdoo 32 East,Mine,Openpit,Operating,J03930,Paraburdoo / Rio Tinto,117.682198000000000,-23.253070999999998,569782,7428300,50,Fe,Iron,IRON ORE,,N,,,,,Public,2451,PARABURDOO,SF50-15,TUREE CREEK,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20191210
S0019224,39E,Paraburdoo 39 East,Mine,Openpit,Operating,J03930,Paraburdoo / Rio Tinto,117.705200000000005,-23.258640000000000,572132,7427673,50,Fe,Iron,IRON ORE,,N,,,,,Public,2451,PARABURDOO,SF50-15,TUREE CREEK,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20191210
S0019225,37E,Paraburdoo 37 East,Mine,Openpit,Operating,J03930,Paraburdoo / Rio Tinto,117.694000000000003,-23.262589999999999,570985,7427241,50,Fe,Iron,IRON ORE,,N,,,,,Public,2451,PARABURDOO,SF50-15,TUREE CREEK,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20191210
S0019226,42E,Paraburdoo 42 East,Mine,Openpit,Operating,J03930,Paraburdoo / Rio Tinto,117.707099999999997,-23.265110000000000,572323,7426955,50,Fe,Iron,IRON ORE,Eastern Range,N,,Y,,Operating Mine,Public,2451,PARABURDOO,SF50-15,TUREE CREEK,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20191210
S0019228,Section 6,Tom Price Section 6 Pit,Mine,Openpit,Operating,J03928,Tom Price / Rio Tinto,117.755602999999994,-22.773078999999999,577566,7481402,50,Fe,Iron,IRON ORE,,N,,,,,Public,2452,MOUNT LIONEL,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20191210
S0019230,Section 7E2,Tom Price Section 7 East 2,Mine,Openpit,Operating,J03928,Tom Price / Rio Tinto,117.725098000000003,-22.768400000000000,574436,7481935,50,Fe,Iron,IRON ORE,,N,,,,,Public,2452,MOUNT LIONEL,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20191210
S0019248,Bell Road,Bell Road Silica,Mine,Openpit,Operating,J01107,Gnangara Silica Sand / Hanson Construction,115.933673999999996,-31.750807999999999,399005,6486690,50,Sisd Sd,Industrial mineral,SILICA - SILICA SAND,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0019283,4E,Paraburdoo 4 East (Main Pit),Mine,Openpit,Operating,J03930,Paraburdoo / Rio Tinto,117.601401999999993,-23.235149000000000,561526,7430321,50,Fe,Iron,IRON ORE,,N,,,,,Public,2451,PARABURDOO,SF50-15,TUREE CREEK,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20191210
S0019285,Lens B,Nammuldi Lens B,Mine,Openpit,Operating,J03932,Brockman 2 - Nammuldi - Silvergrass - Homestead / Rio Tinto,117.330399000000000,-22.425830999999999,534001,7520000,50,Fe,Iron,IRON ORE,,N,,,,,Public,2353,JEERINAH,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20191210
S0019288,Lens D,Nammuldi Lens D,Mine,Openpit,Operating,J03932,Brockman 2 - Nammuldi - Silvergrass - Homestead / Rio Tinto,117.354896999999994,-22.410430999999999,536526,7521699,50,Fe,Iron,IRON ORE,,N,,,,,Public,2353,JEERINAH,SF50-11,MOUNT BRUCE,"ASHBURTON, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20191210
S0019300,Delta Pits,Delta - Roy Hill,Mine,Openpit,Operating,J02889,Roy Hill Iron Ore,119.972072999999995,-22.470768000000000,805855,7512030,50,Fe,Iron,IRON ORE,Roy Hill,N,,Y,,Operating Mine,Public,2853,WARRIE,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",46,NULLAGINE,Hamersley Basin,20191210
S0019493,PAE 25/3,PAE 25/3,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,122.188787000000005,-29.062515000000001,421034,6784817,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0019514,Barton Main Westside,Barton Main - Westside,Mine,Decline,Operating,J01726,Jundee - Nimary,120.604102999999995,-26.372548999999999,260943,7080837,51,Au Ag,Precious metal,GOLD,Barton-Jundee,N,,Y,,Operating Mine,Public,3045,MILLROSE,SG51-09,WILUNA,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Eastern Goldfields Superterrane,20191210
S0019520,Trig Hill Aggregate,Trig Hill - Pippingarra Rd,Mine,Openpit,Operating,J03364,Trig Hill - Pippingarra Rd / Spinifex,118.689565000000002,-20.585169000000000,676094,7722849,50,Agg Aggc Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2656,WALLARINGA,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Mallina Basin,20191210
S0019534,Williamson Pit,Williamson Pit,Mine,Openpit,Operating,J02624,Matilda,120.317987000000002,-26.773502000000001,233314,7035838,51,Au Ag,Precious metal,GOLD,Williamson,N,,Y,,Operating Mine,Public,2944,WILUNA,SG51-09,WILUNA,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Eastern Goldfields Superterrane,20191210
S0019541,Devils Creek South Rd Lot 1510/Dorrell,Devils Creek South Road Lot 1510 Gairdner / Dorrell,Mine,Openpit,Operating,J02627,Dorrells Farm Dolomite,119.050315999999995,-34.287768999999997,688716,6204033,50,Dol,Industrial mineral,DOLOMITE,Dorrells,Y,Dol,Y,,Operating Mine,Public,2729,BREMER,SI50-12,BREMER BAY,"JERRAMUNGUP, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20191210
S0019578,Ocean Beach Stage 1,Ocean Beach Stage 1,Mine,Openpit,Operating,J02097,Denmark - Ocean Beach Limesand,117.325751999999994,-35.031807999999998,529714,6123381,50,Aglime Lsd Lst,Industrial mineral,LIMESTONE - LIMESAND,Ocean Beach,Y,Aglime Lsd Lst,Y,,Operating Mine,Public,2327,PARRY INLET,SI50-15,ALBANY,"DENMARK, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20191210
S0019579,Ocean Beach Stage 2,Ocean Beach Stage 2,Mine,Openpit,Operating,J02097,Denmark - Ocean Beach Limesand,117.323245999999997,-35.032463999999997,529485,6123309,50,Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2327,PARRY INLET,SI50-15,ALBANY,"DENMARK, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20191210
S0019619,Rowdies,Rowdies,Mine,Openpit,Operating,J01508,Halls Creek - Lamboo Gold,127.353958000000006,-18.419041000000000,326143,7962663,52,Au Ag,Precious metal,GOLD,Rowdies,N,,Y,,Operating Mine,Public,4361,ANGELO,SE52-09,MOUNT RAMSAY,"HALLS CREEK, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Sally Downs Supersuite,20191210
S0019624,Plutonic East,Plutonic East,Mine,Decline,Operating,J00417,Plutonic Gold,119.446404000000001,-25.306709000000001,746297,7198841,50,Au Ag,Precious metal,GOLD,Plutonic,N,,Y,,Operating Mine,Public,2747,THREE RIVERS,SG50-08,PEAK HILL,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Eastern Goldfields Superterrane,20191210
S0019642,Tarmoola N,Tarmoola North,Mine,Openpit,Operating,J00186,Tarmoola - King of the Hills,121.166066000000001,-28.663855999999999,320783,6827879,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3140,LEONORA,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20191210
S0019655,PAE 22/1,PAE 22/1,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,122.166917999999995,-29.083169000000002,418921,6782513,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0019710,Raleigh U/G,Raleigh Underground,Mine,Decline,Operating,J01718,Kundana East,121.243599000000003,-30.727570000000000,331836,6599272,51,Au Ag,Precious metal,GOLD,Raleigh,Y,Au Ag,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20191210
S0019726,Eastern Creek,Eastern Creek - Golden Dragon,Mine,Openpit,Operating,J01075,Golden Dragon,116.952787000000001,-28.912654000000000,495397,6801690,50,Au Ag,Precious metal,GOLD,Eastern Creek - Golden Dragon,N,,Y,,Operating Mine,Public,2240,BADJA,SH50-02,YALGOO,"YALGOO, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Youanmi Terrane,20191210
S0019751,Chris D,Chris D,Mine,Openpit,Operating,J00725,Woodie Woodie (Mining Corridor) / ConsMin,121.247292999999999,-21.603577999999999,318565,7610028,51,Mn,Steel alloy metal,MANGANESE ORE,Woodie Woodie Mn,Y,Mn,Y,,Operating Mine,Public,3154,PEARANA,SF51-05,NULLAGINE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Carawine Sub-basin,20191210
S0019759,Deflector W,Deflector West,Mine,Openpit,Operating,J00147,Deflector,116.378304999999997,-28.669035999999998,439254,6828523,50,Au Cu Ag,Precious metal,GOLD,,N,,,,,Public,2140,MELLENBYE,SH50-02,YALGOO,"YALGOO, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Youanmi Terrane,20191210
S0019774,Baldivis Rd/Italia,Baldivis Road / Italia,Mine,Openpit,Operating,J02656,Baldivis / Italia,115.827003000000005,-32.289360000000002,389550,6426886,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"ROCKINGHAM, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20191210
S0019779,Invicta,Invicta - Deakin,Mine,Decline,Operating,J01726,Jundee - Nimary,120.588600000000000,-26.361499999999999,259373,7082032,51,Au Ag,Precious metal,GOLD,Invicta,N,,Y,,Operating Mine,Public,3045,MILLROSE,SG51-09,WILUNA,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Eastern Goldfields Superterrane,20191210
S0019812,Pindan sand,Pindan Sand - Derby,Mine,Openpit,Operating,J02665,Pindan Sand - Derby,123.786942999999994,-17.369799000000000,583601,8079364,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3663,DERBY,SE51-07,DERBY,"DERBY-WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20191210
S0019821,Decline Portal,Savannah Decline Portal,Mine,Decline,Operating,J00656,Savannah Nickel,128.027694999999994,-17.352599999999999,396696,8081176,52,Ni Cu Co,Steel alloy metal,NICKEL,Savannah,N,,Y,,Operating Mine,Public,4563,TURKEY CREEK,SE52-06,DIXON RANGE,"HALLS CREEK, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,"Lamboo Province, Central Zone",20191210
S0019850,Karratha Soil,Karratha Soil,Mine,Openpit,Operating,J02667,Karratha Soil,116.782203999999993,-20.737949000000000,477325,7706838,50,Soil Sd Gvl Clay Cali,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2256,DAMPIER,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Maitland River Supersuite,20191210
S0019890,Cardup Lot 22,Cardup Lot 22 / Australbricks,Mine,Openpit,Under Development,J01794,Cardup - Keysbrook - Toodyay / Austral Bricks,116.030799999999999,-32.253239000000001,408704,6431082,50,Shale,Construction material,CLAYS,,N,,,,,Public,2133,JARRAHDALE,SI50-02,PINJARRA,"SERPENTINE-JARRAHDALE, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0019903,Yeeda Sandstone/McCorry Brown,Yeeda Sandstone Rock / McCorry Brown,Mine,Openpit,Operating,J01131,Roebuck Plains / McCorry Brown,123.017910000000001,-17.818597000000000,501898,8029884,51,Brck OrnStone,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3562,CLARKSON,SE51-07,DERBY,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20191210
S0019916,Comet Hill/Boral,Comet Hill / Boral,Mine,Openpit,Operating,J00844,Comet Hill-Gnarlabine / Boral,121.050201000000001,-31.034258999999999,313910,6564968,51,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3135,YILMIA,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Yilgarn Craton granites,20191210
S0019932,Great Northern Hwy Lot 42 Pit 1,Great Northern Hwy Lot 42 Chittering - Pit 1,Mine,Openpit,Operating,J02059,Muchea - Upper Swan / Austral Bricks,116.045317999999995,-31.496275000000001,409334,6515002,50,Clay-white Kln,Construction material,CLAYS,,N,,,,,Public,2135,CHITTERING,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Barberton Terrace,20191210
S0019935,Great Northern Hwy Lot 42 Pit 4,Great Northern Hwy Lot 42 Chittering - Pit 4,Mine,Openpit,Operating,J02059,Muchea - Upper Swan / Austral Bricks,116.050741000000002,-31.478106000000000,409831,6517019,50,Clay-white Kln,Construction material,CLAYS,,N,,,,,Public,2135,CHITTERING,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0020021,Deep Creek,Deep Creek,Mine,Openpit,Operating,J01132,Broome - Lake Campion,122.692639999999997,-17.823288999999999,467430,8029338,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3462,LAKE EDA,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20191210
