SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0230688,Grosse Rd Lot 61 Hamelin Bay,Grosse Road Lot 61 Hamelin Bay,Mine,Openpit,Operating,J04436,Grosse Road Limesand / Doust,115.066567000000006,-34.240378000000000,321944,6209500,50,Aglime Lst,Industrial mineral,LIMESTONE - LIMESAND,Grosse Road,Y,Aglime Lst,Y,,Operating Mine,Public,1929,LEEUWIN,SI50-09,AUGUSTA,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20191210
S0230691,Au81,Au81,Mine,Openpit,Operating,J01913,Nullagine / Millennium,120.154717000000005,-21.956140999999999,206130,7569298,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,2954,NULLAGINE,SF51-05,NULLAGINE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",46,NULLAGINE,Mosquito Creek Basin,20191210
S0230725,Turner River M45/80,Turner River M45/80 / Hanson,Mine,Openpit,Operating,J01724,Turner River / Hanson Construction,118.517865000000000,-20.603453999999999,658177,7721001,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2656,WALLARINGA,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Split Rock Supersuite,20191210
S0230727,South Dongara Aglime,South Dongara Aglime,Mine,Openpit,Operating,J05098,South Dongara / Westdeen Aglime,114.945706999999999,-29.314478000000001,300498,6755421,50,Aglime Lsd Lst,Industrial mineral,LIMESTONE - LIMESAND,,N,,,,,Public,1839,DONGARA,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Dongara Terrace,20191210
S0230767,Beaufort River Dolomite,Beaufort River Dolomite,Mine,Openpit,Operating,J04526,Beaufort River Dolomite,117.053422999999995,-33.574955000000003,504958,6284969,50,Dol Aglime,Industrial mineral,DOLOMITE,Beaufort River,Y,Dol Aglime,Y,,Operating Mine,Public,2330,KOJONUP,SI50-07,DUMBLEYUNG,"WOODANILLING, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0230768,Pingrup Dolomite,Pingrup Dolomite,Mine,Openpit,Operating,J04528,Pingrup Dolomite / Featherstone,118.548171999999994,-33.607036999999998,643632,6280339,50,Dol Aglime,Industrial mineral,DOLOMITE,Pingrup,Y,Dol Aglime,Y,,Operating Mine,Public,2630,JERRAMUNGUP,SI50-08,NEWDEGATE,"KENT, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0230769,Lot 471 Murray Rd,Lot 471 Murray Rd Quallilup Lake / Triple M,Mine,Openpit,Operating,J04524,Esperance Lime / Triple M,121.521709999999999,-33.821010000000001,363192,6256707,51,Aglime Lsd,Industrial mineral,LIMESTONE - LIMESAND,Quallilup Lake,Y,Aglime Lsd,Y,,Operating Mine,Public,3230,ESPERANCE,SI51-06,ESPERANCE,"ESPERANCE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Biranup Zone,20191210
S0230772,Mason Bay Lime North,Springdale Rd Lot 835 Jerdacuttup North / Mason Bay Lime,Mine,Openpit,Operating,J04523,Mason Bay Lime / Hanrahan,120.372101999999998,-33.893008000000002,256983,6246598,51,Aglime Lst,Industrial mineral,LIMESTONE - LIMESAND,Mason Bay,Y,Aglime Lst,Y,,Operating Mine,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Scaddan Embayment,20191210
S0230773,Hopetoun-Ravensthorpe Rd Lot 8 Sth,Hopetoun-Ravensthorpe Road Lot 8 South,Mine,Openpit,Operating,J04335,Hopetoun Limestone,120.135723999999996,-33.909115999999997,235167,6244226,51,Sd Lsd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,"Northern Foreland, Albany-Fraser Orogen",20191210
S0230800,Bremer Lime/Drew,Bremer Lime / Drew,Mine,Openpit,Operating,J04525,Bremer Lime / Drew,119.237044999999995,-34.369920000000000,705706,6194559,50,Aglime Lst Gvl Sd,Industrial mineral,LIMESTONE - LIMESAND,Bremer,Y,Aglime Lst Gvl Sd,Y,,Operating Mine,Public,2729,BREMER,SI50-12,BREMER BAY,"JERRAMUNGUP, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20191210
S0230803,Manypeaks Lime/WALCO,Manypeaks Lime / WALCO,Mine,Openpit,Operating,J04522,Manypeaks Lime / WALCO,118.199870000000004,-34.892505999999997,609636,6138221,50,Aglime Lst Lsd,Industrial mineral,LIMESTONE - LIMESAND,Manypeaks,Y,Aglime Lst Lsd,Y,,Operating Mine,Public,2528,MANYPEAKS,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20191210
S0230809,Bindaree Rd Lots 28-30/AD Contractors,Bindaree Road Lots 28-30 Cuthbert / AD Contractors,Mine,Openpit,Operating,J03143,Albany Construction Materials / AD Contractors,117.770878999999994,-35.028612000000003,570320,6123512,50,Lst Gvl,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20191210
S0230813,Albany Limestone/ CoA,Albany Limestone / City of Albany,Mine,Openpit,Operating,J04579,Albany Quarries / City of Albany,117.817423000000005,-35.040101000000000,574556,6122205,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20191210
S0230816,Albany Limestone/MRWA,Albany Limestone / Main Roads,Mine,Openpit,Operating,J04575,Albany Gravel / Main Roads,117.814038999999994,-35.042990000000003,574244,6121887,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20191210
S0230824,Princess Ave Lot 302 South/AD Contractors,Princess Ave Lot 302 South Robinson / AD Contractors,Mine,Openpit,Operating,J03143,Albany Construction Materials / AD Contractors,117.827976000000007,-35.051397000000001,575508,6120944,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20191210
S0230898,Gruyere,Gruyere,Mine,Openpit,Operating,J04673,Yamarna - Gruyere JV,123.845213000000001,-27.984430000000000,583117,6904235,51,Au Ag,Precious metal,GOLD,Gruyere,N,,Y,,Operating Mine,Public,3642,YAMARNA,SG51-15,THROSSELL,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Yamarna Terrane,20191210
S0230899,Stanley Rd Lot 42/Catalano,Stanley Rd Lot 42 Wellesley / Catalano,Mine,Openpit,Operating,J03290,Harvey-Bunbury / Catalano,115.747932000000006,-33.242455999999997,383354,6321135,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20191210
S0230900,Douglas Rd Lot 31/Tuss,Douglas Road Lot 31 Beeramullah / Tuss,Mine,Openpit,Operating,J04826,Gingin / Tuss,115.759799000000001,-31.144590999999998,381778,6553712,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20191210
S0230908,Bornholm South Rd Lot 1955 Bornholm,Bornholm South Road Lot 1955 Bornholm,Mine,Openpit,Operating,J04521,Bornholm Lime / Wolfe,117.564886000000001,-35.060433000000003,551509,6120109,50,Aglime Lst Lsd,Industrial mineral,LIMESTONE - LIMESAND,Bornholm,Y,Aglime Lst Lsd,Y,,Operating Mine,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20191210
S0230920,Shepherds Lagoon Rd Lot 250/Ayres,Shepherds Lagoon Rd Lot 250 Bornholm  / Ayres,Mine,Openpit,Operating,J04565,Bornholm Lime / Ayres,117.583956000000001,-35.066415999999997,553244,6119436,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20191210
S0230961,Lynton North,Lynton North - Port Gregory,Mine,Openpit,Operating,J00788,Port Gregory Garnet,114.256248999999997,-28.146629000000001,230536,6883510,50,Grt Ilm Zrn,Industrial mineral,HEAVY MINERAL SANDS,Lynton,Y,Grt Ilm Zrn,Y,,Operating Mine,Public,1741,HUTT,SH50-01,GERALDTON,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Gascoyne Platform,20191210
S0231033,Bandys Rd Sand/Ryles,Bandys Road Sand / Ryles,Mine,Openpit,Operating,J03199,Windarra Northeast Sand / Ryles,122.398133999999999,-28.252846999999999,440961,6874641,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3341,MOUNT VARDEN,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Eastern Goldfields Superterrane,20191210
S0231056,Lake Carmody,Lake Carmody,Mine,Openpit,Operating,J04478,Lake Carmody Gypsum,119.363913999999994,-32.531194999999997,722014,6398219,50,Gp,Industrial mineral,GYPSUM,Lake Carmody,Y,Gp,Y,,Operating Mine,Public,2732,HURLSTONE,SI50-04,HYDEN,"KONDININ, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0231074,PAN 4/12,PAN 4/12,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,121.857875000000007,-28.814071999999999,388555,6812078,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3240,MINERIE,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231075,PAN 4/14,PAN 4/14,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,121.858155999999994,-28.822814999999999,388591,6811109,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3240,MINERIE,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231090,PAN 1/5,PAN 1/5,Mine,Openpit,Operating,J00480,Murrin Murrin / Minara,121.915531000000001,-28.794635000000000,394161,6814284,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3240,MINERIE,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231094,PAN 1/8,PAN 1/8,Mine,Openpit,Operating,J00480,Murrin Murrin / Minara,121.922725999999997,-28.793664000000000,394863,6814398,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3240,MINERIE,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231101,PAE 21/4,PAE 21/4,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,122.158998999999994,-29.072944000000000,418143,6783641,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231103,PAE 21/6,PAE 21/6,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,122.162938999999994,-29.080310000000001,418532,6782827,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231104,PAE 21/3,PAE 21/3,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,122.160540999999995,-29.077741000000000,418296,6783110,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231107,PAE 25/6,PAE 25/6,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,122.193425000000005,-29.068515999999999,421490,6784155,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231110,PAE 26/11,PAE 26/11,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,122.194633999999994,-29.076270000000001,421614,6783296,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231111,PAE 26/10,PAE 26/10,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,122.199740000000006,-29.081047999999999,422114,6782771,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231112,PAE 26/8,PAE 26/8,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,122.201991000000007,-29.079080999999999,422332,6782990,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231113,PAE 26/9,PAE 26/9,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,122.206502000000000,-29.080051999999998,422772,6782885,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231114,PAE 26/5,PAE 26/5,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,122.205016999999998,-29.078053000000001,422626,6783106,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231115,PAE 26/6,PAE 26/6,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,122.204789000000005,-29.073884000000000,422600,6783568,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231116,PAE 26/7,PAE 26/7,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,122.203532999999993,-29.076283000000000,422480,6783301,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231118,PAE 24/6,PAE 24/6,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,122.182517000000004,-29.074113000000001,420433,6783527,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231120,Murrin East ,Murrin East (PAE Production),Mine,Openpit,Operating,J00480,Murrin Murrin / Minara,122.176120999999995,-29.073484000000001,419810,6783593,51,Ni Co,Steel alloy metal,NICKEL,Murrin East,Y,Ni Co,Y,,Operating Mine,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231123,PAE 24/4,PAE 24/4,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,122.190284000000005,-29.071486000000000,421187,6783824,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231125,PAE 27/3,PAE 27/3,Mine,Openpit,Under Development,J00480,Murrin Murrin / Minara,122.183276000000006,-29.054753000000002,420492,6785673,51,Ni Co,Steel alloy metal,NICKEL,,N,,,,,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20191210
S0231156,Coalfields Hwy Lot 501/Catalano,Coalfields Highway Lot 501 / Catalano,Mine,Openpit,Operating,J03637,Coalfields Highway / Catalano ,115.903015999999994,-33.291286999999997,397860,6315883,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20191210
S0231159,Byron Rd Lot 5397/Carbone 1,Byron Road Lot 5397 Upper Capel / Carbone 1,Mine,Openpit,Operating,J03370,South West Operations  / Carbone,115.776715999999993,-33.652814999999997,386572,6275667,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"DONNYBROOK-BALINGUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20191210
S0231270,Esperance Granite/Esperance Shire,Esperance Granite / Esperance Shire,Mine,Openpit,Operating,J04498,Esperance Shire,121.919805999999994,-33.772764000000002,399979,6262515,51,Agg Aggm,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3230,ESPERANCE,SI51-06,ESPERANCE,"ESPERANCE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Nornalup Zone,20191210
S0231333,Warrawanda South  / Redstone,Warrawanda South / Redstone,Mine,Openpit,Operating,J04503,Warrawanda / Redstone,119.873784999999998,-23.630735000000001,793208,7383706,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2850,WARRAWANDA,SF50-16,NEWMAN,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,"Pilbara Craton, Sylvania Inlier",20191210
S0231334,Warrawanda Ck / Redstone,Warrawanda Creek / Redstone,Mine,Openpit,Operating,J04503,Warrawanda / Redstone,119.880032999999997,-23.502153000000000,794132,7397941,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2850,WARRAWANDA,SF50-16,NEWMAN,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,"Pilbara Craton, Sylvania Inlier",20191210
S0231335,Five Mile/Redstone,Five Mile / Redstone,Mine,Openpit,Operating,J04504,Five Mile / Redstone,120.183323999999999,-21.888407999999998,208948,7576856,51,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2954,NULLAGINE,SF51-05,NULLAGINE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",46,NULLAGINE,Mosquito Creek Basin,20191210
S0231378,Guilderton Rd Lot 1001 Sand 3/Moore River Sand,Guilderton Rd Lot 1001 Sand 3 / Moore River Sand,Mine,Openpit,Operating,J02071,Moore River Sand and Limestone / Moore River Sand,115.538222000000005,-31.318346999999999,360909,6534194,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20191210
S0231379,Guilderton Rd Lot 1001 Sand 2/Moore River Sand,Guilderton Rd Lot 1001 Sand 2 / Moore River Sand,Mine,Openpit,Operating,J02071,Moore River Sand and Limestone / Moore River Sand,115.532492000000005,-31.320464000000001,360366,6533952,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20191210
S0231380,Freds Dilemma,Freds Dilemma,Mine,Openpit,Operating,J04510,Freds Dilemma - Parity,116.429861000000002,-29.405760000000001,444686,6746923,50,Gp,Industrial mineral,GYPSUM,Freds Dilemma,Y,Gp,Y,,Operating Mine,Public,2139,PERENJORI,SH50-06,PERENJORI,"PERENJORI, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
S0231390,Gravel Lot 4677,North West Coastal Highway Binnu Lot 4677,Mine,Openpit,Operating,J04511,Binnu Gravel / Simpkin,114.668739000000002,-27.979168999999999,270705,6902916,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1842,AJANA,SG50-13,AJANA,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",66,NORTHAMPTON M.F.,"Pinjarra Orogen, Northampton Inlier",20191210
S0231391,Gravel Lot 6603,North West Coastal Highway Binnu Lot 6603,Mine,Openpit,Operating,J04511,Binnu Gravel / Simpkin,114.689160999999999,-28.009354999999999,272777,6899609,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1841,NORTHAMPTON,SH50-01,GERALDTON,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",66,NORTHAMPTON M.F.,"Pinjarra Orogen, Northampton Inlier",20191210
S0231429,Invincible - St Ives,Invincible - St Ives,Mine,Openpit,Operating,J00178,Kambalda - St Ives,121.670717999999994,-31.279914000000002,373466,6538614,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3235,LAKE LEFROY,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20191210
S0231535,Pivot Hill PH-Z1/Z2,Pivot Hill PH-Z1/Z2 / JAB,Mine,Openpit,Operating,J04336,Pivot Hill / JAB,128.271217000000007,-15.606543000000000,421874,8274452,52,Agg Bas,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4566,ERSKINE,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Kalkarindji Large Igneous Province,20191210
S0231546,Shark Bay Rock 2,Shark Bay Rock 2,Mine,Openpit,Operating,J01707,Shark Bay Rock / Shark Bay Shire,113.656661999999997,-26.110918000000002,765681,7109320,49,Aggc Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1645,PERON,SG49-12,EDEL,"SHARK BAY, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20191210
S0231569,Mindijup Rd Lot 102/Armogedin,Mindijup Rd Lot 102 Palmdale / Armogedin,Mine,Openpit,Operating,J04532,Albany / Armogedin,118.071363000000005,-34.762211999999998,598048,6152804,50,Sd Sisd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2528,MANYPEAKS,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20191210
S0231573,Sandpatch Rd Lot 301/Armogedin,Sandpatch Rd Lot 301 Torndirrup / Armogedin,Mine,Openpit,Operating,J04532,Albany / Armogedin,117.823318000000000,-35.051535999999999,575083,6120932,50,Sd Lsd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20191210
S0231590,Vivien UG,Vivien Underground,Mine,Decline,Operating,J04242,Vivien,120.568526000000006,-27.976825000000002,260840,6902983,51,Au Ag,Precious metal,GOLD,Vivien,N,,Y,,Operating Mine,Public,3042,SIR SAMUEL,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Eastern Goldfields Superterrane,20191210
S0231601,Wadrah Plateau 3,Wadrah Plateau Dimension Stone 3,Mine,Openpit,Operating,J04400,Parry Range–Maroonah Marbles,115.730829000000000,-22.706002999999999,369646,7488468,50,Marb Dol Dst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2052,BOOLALOO,SF50-10,WYLOO,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Edmund Basin,20191210
S0231605,Wadrah Plateau 8,Wadrah Plateau Dimension Stone 8,Mine,Openpit,Operating,J04400,Parry Range–Maroonah Marbles,115.729648999999995,-22.699549000000001,369518,7489181,50,Marb Dol Dst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2052,BOOLALOO,SF50-10,WYLOO,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Edmund Basin,20191210
S0231621,Brookton Hwy Lot 20 / Bassett,Brookton Highway Lot 20 Brookton / Bassett,Mine,Openpit,Operating,J04540,Brookton Sand / Bassett,117.037285999999995,-32.361863000000000,503508,6419453,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2333,BROOKTON,SI50-03,CORRIGIN,"BROOKTON, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20191210
